序号,园区名称,入驻企业,园区面积(亩),特色产业,园区位置,所属省,所属市,所属区县
1683,虹霞工业区北区,72,14.56,,虹中路与吴美路交叉口西60米,上海市,,闵行区
1684,上海市五角场高新技术产业园区,765,14.54,,黄兴路2005弄之1-2号杨浦科技大厦,上海市,,杨浦区
1685,上海奉贤经济发展有限公司医疗器械产业园,135,14.53,医疗器械,沪杭公路2845号附近,上海市,,奉贤区
1686,春光88产业园,28,14.521,,上海市闵行区莘庄工业区春光路88号,上海市,,闵行区
1687,欧西玛商务中心,38,14.47,,上海市闵行区中春路7178号,上海市,,闵行区
1688,远大创新(上海)科技园,7,14.4254,,上海市宝山区城银路518号,上海市,,宝山区
1689,阡陌创意产业园,25,14.3575,,上海市松江区徐塘路519号,上海市,,松江区
1690,由由都市型工业园区(严桥路),19,14.35,工业园,高科西路1908号,上海市,,浦东新区
1691,智造局一期国际服务外包产业园,105,14.34,智能制造,蒙自路169号,上海市,,黄浦区
1692,加减乘除创意园,66,14.3316,,上海市普陀区云岭西路689弄230号,上海市,,普陀区
1693,融汇898创意园,592,14.327,,上海市浦东新区灵山路958号,上海市,,浦东新区
1694,夏氏科技创业园,6,14.3,,紫东路528号附近,上海市,,闵行区
1695,128文创园,21,14.27,"文化,文化创意",向阳路莘闵荣顺苑南侧约150米,上海市,,闵行区
1696,鑫谊园区,35,14.1717,,上海市杨浦区长阳路1514号,上海市,,杨浦区
1697,上海金茂工业园区,175,14.16,工业园,上海市闵行区虹梅路2061号,上海市,,闵行区
1698,韵博创业园,23,14.1585,,上海市松江区车墩镇泾车路91号,上海市,,松江区
1699,慧谷白猫科技园,328,14.1445,,上海市长宁区天山路641号,上海市,,长宁区
1700,上海越江工业园区,21,14.1346,工业园,上海市松江区九亭镇同利路551号,上海市,,松江区
1701,红墙创意园,90,14.1106,,上海市静安区共和新路1481号,上海市,,静安区
1702,上海普发都市型工业园区,130,14.0564,工业园,上海市徐汇区桂林路400-2号楼,上海市,,徐汇区
1703,巨丰商务园,51,14.0436,,上海市宝山区杨行镇铁山路1050,上海市,,宝山区
1704,亿新聚创园,35,14.04,,洞泾镇洞凯路89号,上海市,,松江区
1705,智云电商科创园,12,14.03,电子商务,上海市松江区文翔东路100号,上海市,,松江区
1706,都市工业,183,14,,上海市静安区延长中路625,上海市,,静安区
1707,上海新锦华再生资源产业园区,66,13.9985,,上海市长宁区泾力西路828号,上海市,,长宁区
1708,神州数码(上海)科技园,33,13.9193,,上海市长宁区福泉路111号,上海市,,长宁区
1709,半岛1919文化创意产业园,41,13.89,"文化,文化创意",上海市宝山区淞兴西路258号,上海市,,宝山区
1710,绿萝工业园,7,13.7986,工业园,上海市松江区九亭镇连富路1589号,上海市,,松江区
1711,大树下新媒体创意产业园区,26,13.7686,,上海市闵行区虹桥镇程家桥路168弄39号,上海市,,闵行区
1712,亚兀生态科技园,24,13.737,,上海市松江区龙高路1280号,上海市,,松江区
1713,海阔·东岸文化创意产业园,2207,13.7344,"文化,文化创意",上海市金山区卫清东路2312号,上海市,,金山区
1714,宏慧新汇园,162,13.716,,上海市静安区共和新路4718弄,上海市,,静安区
1715,虹桥德必易园,349,13.6941,,上海市闵行区虹桥镇吴中路1189号,上海市,,闵行区
1716,景源时尚产业园,31,13.6632,时尚,上海市普陀区长寿路652号,上海市,,普陀区
1717,长宁信息园,310,13.6621,,上海市长宁区天山路641号,上海市,,长宁区
1718,联畅产业园,6,13.4517,,上海市宝山区沪太支路1048号,上海市,,宝山区
1719,上海新场精品多肉产业园,60,13.4439,,上海市浦东新区新场镇蒋桥村493号,上海市,,浦东新区
1720,徐家汇青年创业孵化园区,225,13.43,,上海市徐汇区南丹东路106号,上海市,,徐汇区
1721,上海沪太经济城,7,13.43,,上海市嘉定区新建一路2205号,上海市,,嘉定区
1722,荟?云创谷,179,13.3805,,上海市浦东新区川沙路2977号,上海市,,浦东新区
1723,逸南智能科技产业园,14,13.376,,上海市松江区新车公路555号,上海市,,松江区
1724,千舟园,9,13.3495,,上海市浦东新区金豫路700号,上海市,,浦东新区
1725,时尚创业园,65,13.2718,时尚,上海市徐汇区石龙路569号,上海市,,徐汇区
1726,1+park(石龙路),27,13.19,,上海市徐汇区石龙路395号,上海市,,徐汇区
1727,中寓装配家居产业园,11,13.1838,家居,上海市嘉定区大治路388号(浏翔公路公交站西),上海市,,嘉定区
1728,孟仕物流园,37,13.1525,物流园,上海市宝山区宝山城市工业园区业绩路568号,上海市,,宝山区
1729,文峰美丽健康长寿园,13,13.1458,健康,上海市普陀区绥德路650-698,上海市,,普陀区
1730,辰哲产业园,12,13.12,,上海市嘉定区六里中心路与漳浦路交叉口东北方向60米,上海市,,嘉定区
1731,菊园软件信息孵化园(嘉乐园商务大厦),22943,13.1,IT软件,上海市嘉定区环城路2222号嘉乐园商务大厦,上海市,,嘉定区
1732,锦田产业园,8,13.0879,,上海市嘉定区江桥镇丰华公路1051号,上海市,,嘉定区
1733,新希望产业园,20,13.08,,上海市浦东新区环业东路,上海市,,浦东新区
1734,优大科技园,55,13.0265,,上海市闵行区华西路600号,上海市,,闵行区
1735,衡创园,12,12.9476,,上海市浦东新区华益路76号,上海市,,浦东新区
1736,东方美谷金汇园区医疗器械园,31,12.92,医疗器械,光善路与恒泰路交叉口南100米,上海市,,奉贤区
1737,中华1912长寿创业园,302,12.9,,,上海市,,普陀区
1738,圣保艺术创意园区,24,12.8903,艺术,上海市青浦区徐泾镇沪青平公路1568号,上海市,,青浦区
1739,歆翱文化创意园,7,12.8624,"文化,文化创意",上海市松江区九亭镇沪松公路1648号,上海市,,松江区
1740,动漫大场,628,12.8306,动漫,上海市宝山区大场镇沪太路2398号文欣楼,上海市,,宝山区
1741,1315创意园,95,12.7586,,上海市虹口区凉城路1315号,上海市,,虹口区
1742,广陆创客佳园,11,12.72,,上海市闵行区瓶安路与元江路交叉口北约120米,上海市,,闵行区
1743,上海电力大学国家大学科技园,1390,12.7151,国家大学,上海市杨浦区长阳路2588号,上海市,,杨浦区
1744,涞亭创意园,10,12.7071,,上海市松江区九亭镇涞亭南路80号,上海市,,松江区
1745,前滩尚博创意产业园,63,12.7053,,上海市浦东新区三林路128号,上海市,,浦东新区
1746,上海泰康产业园,22,12.7049,,上海市浦东新区康意路406号,上海市,,浦东新区
1747,迪安电工科技园,6,12.6862,,泥城镇云水路3518号,上海市,,浦东新区
1748,永旺园区,5,12.6129,,上海市松江区盛富路508号-510号,上海市,,松江区
1749,金地威新虹桥科创园(南园),48,12.5687,,上海市松江区望东南路98号,上海市,,松江区
1750,上海市环境保护信息中心,6,12.54,,三江路55号(漕宝路地铁站3号口步行420米),上海市,,徐汇区
1751,新桥商务中心,112,12.52,,上海市闵行区万源路2163号,上海市,,闵行区
1752,中环光学科技园区,62,12.5028,,上海市普陀区真北路2126-2150号,上海市,,普陀区
1753,宇申创业园(九干公路),87,12.4992,,上海市松江区泗泾镇九干路99弄2号,上海市,,松江区
1754,上海八号桥创意产业园,159,12.48,,上海市黄浦区建国中路8号,上海市,,黄浦区
1755,上海顺臣创意园,14,12.48,,川沙路3051号,上海市,,浦东新区
1756,呈和创意园,10,12.4567,,上海市浦东新区坦仁路95号附近,上海市,,浦东新区
1757,蕾特创业园,5,12.45,,吴江镇江凯路199弄,上海市,,闵行区
1758,澳鑫物流园,5,12.4288,物流园,上海市嘉定区马陆镇励学路1058号,上海市,,嘉定区
1759,津赢科创园,12,12.41,,上海市闵行区元江路3338号-南门,上海市,,闵行区
1760,OTT电子商务孵化园,12,12.3804,电子商务,上海市嘉定区勤丰路265号,上海市,,嘉定区
1761,蒋蒋商务园,41,12.3644,,上海市浦东新区周浦镇沪南路3736弄5号,上海市,,浦东新区
1762,舜元科创园,36,12.3429,,上海市长宁区天山西路799号,上海市,,长宁区
1763,天鸿创新园,13,12.32,,上海市宝山区沪太路1861弄39号,上海市,,宝山区
1764,方舟商务园,10,12.32,,康意路418号,上海市,,浦东新区
1765,漕河泾智汇园南区,91,12.31,,上海市徐汇区钦州北路1199号,上海市,,徐汇区
1766,华东理工科技园,133,12.29,,上海市徐汇区嘉川路245号,上海市,,徐汇区
1767,S1289创意园,60,12.21,,上海市闵行区双柏路1289号,上海市,,闵行区
1768,乐驾信息产业园,11,12.18,,上海市浦东新区申江路2825号,上海市,,浦东新区
1769,仁杰众创空间产业园,47,12.07,,上海市普陀区潮州路508号,上海市,,普陀区
1770,上海动漫产业孵化器,50,12.06,动漫,上大路674-676号,上海市,,宝山区
1771,茸桥科创园,18,12.03,,颛桥镇莘庄工业区光中路133弄118号,上海市,,闵行区
1772,奇士科技创意园,68,12.02,,上海市闵行区立跃路1768弄-88号,上海市,,闵行区
1773,1979创梦产业园,49,12.01,,上海市浦东新区惠南镇惠东路770号,上海市,,浦东新区
1774,3131曹安商务园,7,12,,上海市嘉定区曹安公路1515号,上海市,,嘉定区
1775,上海市纳米技术孵化基地,133,11.96,,嘉川路245号3号楼703-708室,上海市,,徐汇区
1776,复旦大学国家大学科技园,490,11.94,国家大学,松花江路2539号,上海市,,虹口区
1777,近懿科创园,21,11.91,,广丰路1110号,上海市,,奉贤区
1778,绥德路555号院,20,11.905,,上海市普陀区绥德路555号,上海市,,普陀区
1779,正博工业园,5,11.8955,工业园,上海市浦东新区航帆路18号,上海市,,浦东新区
1780,创邑SPACE弘基,470,11.7912,,上海市长宁区愚园路1107号,上海市,,长宁区
1781,大地都市型工业园区,153,11.7743,工业园,上海市虹口区丰镇路806号,上海市,,虹口区
1782,松港科技园,22,11.7643,,上海市松江区文翔路306号,上海市,,松江区
1783,茸全创意园,6,11.7459,,上海市松江区松东北路303号,上海市,,松江区
1784,杨浦区中小企业总部园区,279,11.73,,周家嘴路2809-1附近,上海市,,杨浦区
1785,上海武宁科技园,278,11.62,,上海市普陀区武宁路509号,上海市,,普陀区
1786,晨日产业园,5,11.5532,,上海市嘉定区丰华公路600-602号,上海市,,嘉定区
1787,上海一力园区,100,11.5229,,上海市嘉定区南翔镇德力西路199号,上海市,,嘉定区
1788,上海真如铁三角科技园,311,11.5157,,上海市普陀区绥德路2弄1-53号,上海市,,普陀区
1789,外岗镇东工业园区,50,11.404,工业园,上海市嘉定区汇德路505号,上海市,,嘉定区
1790,闿鑫科创园,17,11.34,,上海市闵行区恒南路1325号,上海市,,闵行区
1791,帛钰文化产业基地,362,11.3076,文化,上海市奉贤区环城东路68号,上海市,,奉贤区
1792,天骠虹桥e谷科技园,12,11.2767,,上海市青浦区徐祥路185附近,上海市,,青浦区
1793,中华1912创意产业园,308,11.2728,,上海市普陀区澳门路477号5号楼,上海市,,普陀区
1794,上海师大科技产业园区,8,11.26,,上海市奉贤区奉炮公路438弄,上海市,,奉贤区
1795,菁迈科创园,5,11.13,,上海市嘉定区园大路7号,上海市,,嘉定区
1796,e通世界商务园虹桥园七区,116,11.12,,上海市青浦区徐泾镇明珠路1018号,上海市,,青浦区
1797,上海仓杰工业小区,13,11.1157,,上海市松江区玉秀路79-86号,上海市,,松江区
1798,9E科创园,6,11.0744,,上海市松江区洞西路588号,上海市,,松江区
1799,天冈科技园,14,11.0363,,上海市嘉定区宝钱公路辅路,上海市,,嘉定区
1800,中环·锦绣商务园,88,11.0175,,上海市浦东新区锦绣路3891号,上海市,,浦东新区
1801,龙吴路777创意园,19,11.01,,上海市徐汇区罗城路,上海市,,徐汇区
1802,和典创意园,245,11,,上海市静安区江场西路186号,上海市,,静安区
1803,锦和越界陕康里,162,11,,上海市静安区康定路358号,上海市,,静安区
1804,建新企业,12,10.9947,,上海市嘉定区朱家村路8号附近,上海市,,嘉定区
1805,半岛湾时尚文化创意产业园,344,10.9945,"时尚,文化,文化创意",上海市虹口区溧阳路735号2栋2102,上海市,,虹口区
1806,669号科创园,39,10.98,,上海市松江区新庙三路669号,上海市,,松江区
1807,上海智慧桥创意产业园,166,10.96,,上海市虹口区广灵四路110-120号,上海市,,虹口区
1808,荣丰园区,20,10.96,,上海市杨浦区隆昌路55号,上海市,,杨浦区
1809,龙之苑,43,10.9498,,上海市黄浦区制造局路584号,上海市,,黄浦区
1810,盐商集团中国青年创业社区,6,10.89,,三江路89号,上海市,,徐汇区
1811,财景科技园科创中心,399,10.8255,,上海市宝山区高境镇逸仙路1277号,上海市,,宝山区
1812,上海金汇综合经济园区,28,10.77,,上海市奉贤区金碧路1928号,上海市,,奉贤区
1813,美林创意园,55,10.6183,,上海市松江区九亭镇伴亭路228号,上海市,,松江区
1814,上海生物与医药创新孵化园,27,10.5868,医药,上海市浦东新区张江高科技园区郭守敬路189号,上海市,,浦东新区
1815,疏影创意园,47,10.5276,,上海市闵行区疏影路1326,上海市,,闵行区
1816,龙高创意园,6,10.5172,,上海市松江区龙高路850号,上海市,,松江区
1817,漕河泾国际孵化中心(枫泾临港科创小镇),2967,10.47,特色小镇,枫湾路与白牛路和平路东140米,上海市,,金山区
1818,孔雀创意园,43,10.4527,,上海市静安区芷江西路134,上海市,,静安区
1819,华联创意广场,67,10.39,,江苏北路125号(近长宁支路),上海市,,长宁区
1820,本安工业园,11,10.3737,工业园,上海市浦东新区金沪路1099号,上海市,,浦东新区
1821,金皖399产业园,17,10.3654,,上海市浦东新区金皖路399号,上海市,,浦东新区
1822,西郊产业园区,146,10.2903,,上海市闵行区虹桥镇合川路3152号,上海市,,闵行区
1823,国信创意园,279,10.21,,上海市黄浦区思南路107号(近泰康路),上海市,,黄浦区
1824,上海丰翔产业园,78,10.02,,上海市宝山区园泰北路918号甲,上海市,,宝山区
1825,沪西德必易园,71,10,,上海市普陀区真南路150号,上海市,,普陀区
1826,均辉园区,16,10,,上海市闵行区莘庄镇友东路89号,上海市,,闵行区
1827,尹泰科创园,13,9.99,,上海市松江区八秀路18-12号附近,上海市,,松江区
1828,汇达商务园,41,9.9801,,上海市徐汇区上中路495号(近南站),上海市,,徐汇区
1829,8号桥绿创意立体绿艺实验园,71,9.97,,上海市黄浦区局门路550号3号楼2层3201,上海市,,黄浦区
1830,上海歆翱产业园(坊东路),17,9.9546,,上海市松江区九亭镇坊东路100号,上海市,,松江区
1831,如日商务园,351,9.928,,上海市浦东新区三林镇上南路3855号,上海市,,浦东新区
